LoanID,CustomerID,BranchID,LoanAmount,LoanType,Rate,LoanTerm,ApprovalRejectionDate,LoanStatus
1011,1011,81,7206.43,Auto,6.29,36,6/28/2022,Closed
1012,1012,62,10962.65,Personal,7.68,48,4/4/2021,Closed
1013,1013,57,27145.42,Auto,1.21,24,3/26/2020,Rejected
1014,1014,63,44170.29,Mortgage,2.04,12,1/27/2021,Rejected
1015,1015,4,7375.15,Mortgage,2.42,24,11/5/2021,Closed
1016,1016,78,28649.17,Personal,2.72,24,5/7/2021,Rejected
1017,1017,96,37903.45,Personal,1.27,24,2/20/2022,Rejected
1018,1018,82,37424.32,Mortgage,9.28,48,8/30/2020,Closed
1019,1019,34,31770.10,Mortgage,2.46,12,10/6/2020,Approved
1020,1020,32,47105.13,Mortgage,1.66,12,5/17/2022,Closed
1021,1021,78,24624.72,Mortgage,5.25,36,8/24/2021,Closed
1022,1022,34,44131.99,Personal,9.47,12,10/28/2020,Approved
1023,1023,70,31359.61,Personal,9.68,24,8/19/2020,Rejected
1024,1024,40,37135.87,Personal,7.09,48,4/27/2021,Rejected
1025,1025,35,23776.78,Auto,2.61,12,4/18/2022,Rejected
1026,1026,15,9213.35,Mortgage,1.03,36,1/23/2021,Approved
1027,1027,51,6345.68,Mortgage,4.02,12,2/18/2022,Closed
1028,1028,20,34434.19,Personal,2.13,48,12/29/2021,Approved
1029,1029,92,19447.33,Mortgage,7.80,24,6/28/2022,Approved
1030,1030,37,28806.66,Personal,9.72,12,3/9/2022,Closed
1031,1031,38,37556.42,Mortgage,1.75,48,8/27/2020,Closed
1032,1032,21,39537.60,Mortgage,4.57,36,8/26/2020,Closed
1033,1033,88,25973.36,Mortgage,9.12,24,6/9/2022,Approved
1034,1034,10,16410.62,Auto,7.55,36,12/29/2021,Closed
1035,1035,54,39018.13,Personal,8.83,60,1/23/2020,Rejected
1036,1036,9,21351.92,Mortgage,9.31,36,5/11/2022,Closed
1037,1037,86,46899.81,Mortgage,4.71,36,5/12/2020,Approved
1038,1038,42,41404.03,Personal,7.24,12,12/17/2022,Closed
1039,1039,16,37598.92,Auto,7.38,12,6/16/2020,Rejected
1040,1040,24,12820.96,Personal,6.68,36,1/12/2020,Approved
1041,1041,4,18775.34,Mortgage,3.93,48,1/22/2022,Closed
1042,1042,44,42600.06,Personal,8.49,60,9/29/2020,Closed
1043,1043,23,2133.85,Auto,7.92,12,9/27/2020,Closed
1044,1044,42,39291.97,Auto,5.01,24,12/26/2022,Rejected
1045,1045,86,20803.43,Mortgage,4.79,48,5/26/2021,Closed
1046,1046,66,40168.10,Mortgage,1.10,12,10/1/2021,Closed
1047,1047,92,28067.20,Personal,8.59,24,4/3/2021,Approved
1048,1048,19,26813.53,Personal,3.56,24,3/18/2021,Rejected
1049,1049,20,35377.98,Personal,5.24,36,12/2/2020,Closed
1050,1050,28,40510.36,Personal,4.70,60,8/30/2021,Approved
1051,1051,24,34979.28,Auto,7.10,12,11/24/2022,Rejected
1052,1052,91,23085.00,Auto,4.51,36,11/19/2022,Approved
1053,1053,2,16720.97,Personal,2.62,36,4/16/2022,Rejected
1054,1054,7,42435.86,Personal,8.82,60,7/21/2021,Approved
1055,1055,1,26518.10,Personal,2.65,48,12/29/2022,Approved
1056,1056,11,39389.58,Mortgage,1.26,36,11/19/2020,Closed
1057,1057,51,49790.15,Auto,2.77,48,4/10/2021,Approved
1058,1058,60,32550.49,Personal,5.10,60,8/29/2021,Rejected
1059,1059,31,14638.96,Personal,4.81,36,6/19/2021,Rejected
1060,1060,30,43412.27,Auto,8.17,12,2/14/2022,Rejected
1061,1061,77,14409.98,Auto,2.75,48,4/18/2021,Closed
1062,1062,24,13759.65,Mortgage,7.98,60,11/15/2020,Closed
1063,1063,18,4622.91,Mortgage,1.87,24,8/5/2022,Rejected
1064,1064,58,4849.57,Mortgage,5.26,36,5/28/2022,Approved
1065,1065,77,43253.75,Mortgage,8.79,36,11/15/2021,Rejected
1066,1066,17,12305.75,Personal,4.72,36,6/22/2021,Approved
1067,1067,46,6325.72,Personal,9.67,12,1/7/2022,Approved
1068,1068,94,18276.81,Mortgage,6.68,12,4/19/2021,Approved
1069,1069,19,35963.66,Auto,7.81,24,5/15/2020,Approved
1070,1070,12,17641.92,Mortgage,5.59,36,7/13/2021,Approved
1071,1071,90,16154.72,Auto,4.87,60,3/18/2020,Rejected
1072,1072,82,24915.22,Mortgage,1.76,12,6/29/2022,Rejected
1073,1073,12,2038.81,Mortgage,2.08,12,12/30/2020,Closed
1074,1074,50,25062.60,Personal,6.15,24,4/14/2021,Rejected
1075,1075,66,49510.93,Mortgage,6.52,60,5/19/2020,Approved
1076,1076,20,40168.08,Personal,9.86,48,4/15/2020,Rejected
1077,1077,6,4454.10,Mortgage,8.72,12,5/6/2021,Approved
1078,1078,1,33086.30,Mortgage,8.60,60,1/22/2021,Closed
1079,1079,90,23594.50,Auto,3.58,48,11/5/2022,Rejected
1080,1080,7,41486.18,Mortgage,4.71,12,4/15/2022,Rejected
1081,1081,96,5827.78,Auto,1.92,12,5/6/2021,Rejected
1082,1082,55,12403.71,Auto,6.23,60,9/27/2020,Approved
1083,1083,97,39765.91,Mortgage,1.63,12,6/28/2021,Closed
1084,1084,74,42610.77,Mortgage,5.02,48,3/19/2022,Approved
1085,1085,15,26936.47,Personal,6.10,12,3/19/2022,Rejected
1086,1086,95,1965.15,Mortgage,3.05,36,2/13/2020,Closed
1087,1087,24,44792.04,Mortgage,7.98,48,1/15/2020,Approved
1088,1088,29,19755.50,Mortgage,7.07,60,9/20/2022,Closed
1089,1089,82,2944.35,Auto,2.33,60,5/29/2021,Approved
1090,1090,71,41121.80,Personal,9.85,12,5/22/2021,Closed
1091,1091,34,21485.39,Auto,5.88,48,4/16/2020,Approved
1092,1092,78,10309.52,Mortgage,1.24,60,9/5/2021,Closed
1093,1093,84,40277.33,Personal,4.15,36,12/19/2020,Rejected
1094,1094,93,23428.07,Mortgage,9.81,24,12/19/2022,Rejected
1095,1095,37,30782.67,Mortgage,9.12,36,12/20/2020,Rejected
1096,1096,42,41332.95,Auto,2.36,36,8/18/2021,Approved
1097,1097,64,26598.68,Auto,8.70,48,10/6/2022,Closed
1098,1098,95,6413.42,Auto,6.57,12,8/29/2021,Rejected
1099,1099,19,48224.33,Auto,1.20,60,7/20/2020,Approved
1100,1100,23,15040.48,Auto,7.82,12,1/30/2020,Approved
1101,1101,71,49718.22,Mortgage,4.72,48,3/15/2022,Approved
1102,1102,6,1295.20,Mortgage,4.57,48,9/29/2021,Closed
1103,1103,99,24705.61,Personal,4.45,60,4/13/2022,Closed
1104,1104,93,35541.81,Mortgage,6.37,36,10/19/2022,Closed
1105,1105,55,45408.79,Auto,7.43,48,8/23/2022,Closed
1106,1106,77,39236.51,Personal,6.83,60,4/12/2020,Closed
1107,1107,39,13525.76,Auto,3.18,36,1/14/2022,Approved
1108,1108,25,12921.92,Auto,7.36,24,11/7/2020,Approved
1109,1109,98,18472.75,Auto,2.22,24,10/6/2020,Approved
1110,1110,83,6416.47,Mortgage,9.74,48,9/15/2020,Rejected
1111,1111,4,33809.09,Mortgage,5.26,60,12/4/2021,Closed
1112,1112,88,47121.66,Mortgage,1.82,24,6/30/2022,Approved
1113,1113,33,32463.11,Mortgage,6.19,12,3/28/2020,Closed
1114,1114,66,27135.31,Auto,6.19,12,8/24/2022,Rejected
1115,1115,2,25664.11,Personal,1.35,60,8/28/2020,Rejected
1116,1116,14,30038.04,Mortgage,1.10,12,8/13/2021,Approved
1117,1117,50,35820.03,Personal,9.96,48,12/13/2021,Rejected
1118,1118,11,39954.97,Auto,4.51,24,1/8/2022,Closed
1119,1119,34,35217.74,Auto,3.21,24,5/6/2020,Closed
1120,1120,38,35546.56,Personal,5.93,60,4/3/2022,Approved
1121,1121,92,47634.96,Auto,1.08,36,3/4/2020,Rejected
1122,1122,39,45067.83,Mortgage,1.12,24,9/27/2020,Approved
1123,1123,22,41372.24,Auto,2.02,36,7/21/2020,Approved
1124,1124,42,3124.65,Mortgage,8.22,36,8/22/2021,Closed
1125,1125,97,33774.50,Auto,3.23,60,12/10/2021,Approved
1126,1126,95,23294.06,Mortgage,5.53,36,3/17/2020,Closed
1127,1127,57,31262.36,Personal,3.01,36,3/27/2020,Approved
1128,1128,78,34627.83,Auto,5.90,60,7/31/2021,Closed
1129,1129,38,36017.94,Auto,5.58,60,11/17/2020,Closed
1130,1130,9,43601.89,Mortgage,4.61,60,5/13/2022,Approved
1131,1131,88,45589.57,Mortgage,4.90,60,12/25/2022,Approved
1132,1132,29,30734.59,Personal,6.88,60,8/31/2020,Approved
1133,1133,69,44814.05,Mortgage,8.58,12,5/30/2021,Rejected
1134,1134,42,38466.46,Personal,3.87,48,9/13/2020,Approved
1135,1135,60,10933.54,Auto,5.79,24,12/26/2022,Closed
1136,1136,39,2730.28,Mortgage,8.69,60,8/31/2021,Closed
1137,1137,91,1484.53,Mortgage,2.51,36,1/14/2020,Closed
1138,1138,72,29744.54,Auto,9.82,24,10/30/2022,Approved
1139,1139,93,26558.07,Personal,7.76,60,5/4/2022,Rejected
1140,1140,60,35122.06,Personal,4.30,12,10/21/2022,Rejected
1141,1141,53,42298.59,Mortgage,4.38,36,12/4/2022,Closed
1142,1142,76,9057.68,Auto,2.85,12,8/28/2022,Rejected
1143,1143,8,42965.16,Mortgage,3.41,48,4/20/2022,Rejected
1144,1144,21,5806.02,Personal,6.28,48,3/2/2021,Approved
1145,1145,56,44278.92,Personal,1.03,60,6/6/2021,Closed
1146,1146,48,42673.84,Personal,1.21,48,2/28/2021,Closed
1147,1147,47,35150.83,Auto,9.88,60,3/7/2020,Rejected
1148,1148,9,15701.43,Auto,3.12,60,1/4/2021,Closed
1149,1149,78,5577.26,Auto,8.47,48,9/5/2022,Approved
1150,1150,1,39126.27,Auto,6.51,48,10/27/2020,Rejected
1151,1151,55,11676.09,Mortgage,5.01,12,5/16/2020,Rejected
1152,1152,31,22605.92,Personal,7.59,12,8/16/2020,Approved
1153,1153,80,27012.09,Personal,1.45,12,7/10/2021,Approved
1154,1154,91,34586.67,Mortgage,7.80,36,11/8/2022,Approved
1155,1155,11,24884.47,Mortgage,8.71,36,5/10/2020,Approved
1156,1156,66,35032.13,Mortgage,3.52,24,7/28/2022,Rejected
1157,1157,60,40887.87,Mortgage,3.71,60,7/4/2022,Closed
1158,1158,31,35939.98,Mortgage,1.93,60,1/15/2021,Approved
1159,1159,50,15675.63,Auto,8.70,36,4/14/2020,Closed
1160,1160,60,44820.02,Mortgage,8.27,36,2/6/2022,Closed
1161,1161,88,27978.00,Auto,4.83,60,12/23/2021,Approved
1162,1162,62,23803.37,Mortgage,4.40,24,6/1/2021,Closed
1163,1163,39,29177.30,Mortgage,4.85,48,11/6/2022,Closed
1164,1164,3,24677.78,Auto,4.78,24,9/14/2022,Closed
1165,1165,58,38000.39,Mortgage,4.87,36,6/20/2020,Closed
1166,1166,68,21612.53,Mortgage,2.31,36,11/12/2020,Rejected
1167,1167,30,39059.43,Mortgage,1.12,48,8/23/2020,Rejected
1168,1168,67,38247.61,Mortgage,7.86,48,11/5/2022,Approved
1169,1169,68,14566.65,Mortgage,4.09,24,12/8/2021,Closed
1170,1170,58,5701.13,Auto,5.42,60,8/20/2022,Rejected
1171,1171,77,42696.94,Mortgage,3.77,60,3/19/2021,Approved
1172,1172,53,9277.07,Auto,4.43,12,6/18/2021,Closed
1173,1173,14,2527.94,Mortgage,1.67,24,3/8/2020,Closed
1174,1174,10,20714.00,Auto,4.33,36,4/5/2021,Rejected
1175,1175,78,13453.32,Auto,5.17,12,9/25/2021,Approved
1176,1176,81,11797.70,Auto,8.50,24,12/27/2022,Closed
1177,1177,22,9443.37,Auto,3.90,60,10/8/2020,Rejected
1178,1178,63,37710.63,Personal,1.80,48,2/4/2020,Rejected
1179,1179,61,39387.71,Personal,7.83,36,2/7/2021,Approved
1180,1180,46,3273.09,Mortgage,4.38,12,9/22/2020,Rejected
1181,1181,37,27793.78,Mortgage,9.24,48,3/10/2020,Approved
1182,1182,21,7622.13,Personal,9.63,36,4/22/2021,Approved
1183,1183,89,25478.15,Personal,8.85,60,2/9/2022,Approved
1184,1184,3,18048.56,Auto,3.04,60,12/5/2020,Approved
1185,1185,19,10888.99,Auto,3.28,60,8/20/2022,Closed
1186,1186,32,47454.93,Auto,8.15,24,5/13/2021,Closed
1187,1187,79,47880.56,Auto,5.01,36,3/18/2022,Rejected
1188,1188,24,28634.56,Mortgage,3.68,24,4/21/2020,Rejected
1189,1189,73,10214.45,Auto,3.65,60,6/24/2021,Approved
1190,1190,74,29580.03,Mortgage,6.20,36,9/16/2020,Closed
1191,1191,48,46496.46,Personal,9.06,36,1/9/2021,Rejected
1192,1192,96,19510.28,Personal,6.57,60,8/27/2022,Approved
1193,1193,58,7749.10,Auto,6.58,24,10/18/2021,Rejected
1194,1194,40,34990.82,Auto,7.72,12,5/12/2021,Closed
1195,1195,7,33157.18,Mortgage,7.84,60,12/4/2021,Approved
1196,1196,46,1068.02,Mortgage,9.19,60,4/9/2020,Rejected
1197,1197,91,42826.67,Auto,2.46,12,1/18/2020,Closed
1198,1198,15,33376.61,Personal,9.86,12,10/16/2022,Closed
1199,1199,85,10589.23,Auto,3.96,36,3/2/2022,Closed
1200,1200,74,1158.70,Personal,3.53,12,10/15/2020,Closed
1201,1201,87,48642.71,Personal,5.59,36,8/24/2021,Approved
1202,1202,5,37979.31,Auto,3.38,12,8/29/2022,Closed
1203,1203,59,18887.51,Auto,3.10,24,5/9/2022,Approved
1204,1204,70,22206.63,Personal,9.70,36,6/20/2021,Closed
1205,1205,22,27404.17,Mortgage,1.94,24,2/2/2021,Closed
1206,1206,28,36212.77,Mortgage,9.91,12,9/29/2022,Closed
1207,1207,54,9473.62,Mortgage,6.60,24,1/4/2022,Closed
1208,1208,19,10590.72,Personal,9.63,60,3/5/2022,Rejected
1209,1209,14,3365.21,Personal,9.08,12,3/16/2020,Closed
1210,1210,48,49303.92,Mortgage,6.84,36,6/15/2021,Approved
1211,1211,7,43902.98,Auto,6.31,12,11/14/2020,Closed
1212,1212,79,28094.94,Auto,9.93,48,2/4/2021,Rejected
1213,1213,32,22083.41,Auto,5.64,60,8/10/2020,Approved
1214,1214,22,12634.56,Personal,2.61,36,2/19/2021,Approved
1215,1215,46,30154.16,Personal,9.94,12,5/31/2022,Rejected
1216,1216,85,34835.01,Auto,3.91,60,12/6/2020,Closed
1217,1217,83,34769.96,Personal,1.79,36,8/3/2022,Closed
1218,1218,13,1315.37,Auto,7.45,60,8/31/2021,Approved
1219,1219,22,35399.91,Mortgage,5.01,36,11/4/2020,Approved
1220,1220,10,43452.27,Mortgage,4.49,60,3/14/2020,Approved
1221,1221,44,6630.92,Auto,6.68,36,4/30/2022,Approved
1222,1222,24,38013.47,Personal,1.48,36,4/29/2020,Rejected
1223,1223,59,41338.69,Mortgage,7.28,48,12/16/2022,Approved
1224,1224,62,14532.30,Auto,5.53,36,11/1/2022,Approved
1225,1225,72,35893.20,Mortgage,5.41,48,9/23/2021,Approved
1226,1226,72,5740.99,Personal,9.10,12,1/8/2021,Closed
1227,1227,55,32811.39,Mortgage,8.48,12,3/24/2021,Rejected
1228,1228,49,26006.14,Mortgage,5.78,60,6/4/2021,Closed
1229,1229,50,42642.76,Auto,6.21,24,4/21/2021,Closed
1230,1230,19,23146.41,Mortgage,8.26,24,8/7/2020,Rejected
1231,1231,82,21976.70,Mortgage,4.70,12,1/8/2022,Closed
1232,1232,58,46755.46,Personal,7.04,48,3/22/2022,Approved
1233,1233,97,46779.07,Personal,5.87,36,12/7/2022,Approved
1234,1234,48,2749.87,Mortgage,5.50,60,6/14/2021,Approved
1235,1235,93,24792.69,Mortgage,9.86,36,5/18/2022,Rejected
1236,1236,96,8886.92,Auto,1.16,36,6/30/2020,Approved
1237,1237,72,14411.60,Mortgage,4.73,24,8/10/2021,Approved
1238,1238,96,33640.88,Auto,9.37,12,4/20/2022,Closed
1239,1239,12,7335.11,Personal,9.35,48,6/29/2022,Approved
1240,1240,86,1552.25,Personal,7.73,24,6/4/2021,Rejected
1241,1241,20,36629.06,Mortgage,6.33,36,1/27/2021,Closed
1242,1242,45,32425.87,Auto,7.22,36,2/15/2020,Rejected
1243,1243,26,45230.55,Auto,3.28,12,8/30/2020,Rejected
1244,1244,81,27573.20,Mortgage,5.40,48,1/21/2022,Closed
1245,1245,98,47321.20,Auto,5.82,12,1/9/2021,Rejected
1246,1246,31,30856.35,Mortgage,1.57,60,6/12/2022,Approved
1247,1247,82,19970.37,Personal,8.80,60,1/23/2022,Rejected
1248,1248,59,30814.72,Mortgage,5.11,24,5/20/2022,Closed
1249,1249,3,37709.83,Personal,9.09,12,10/11/2021,Closed
1250,1250,18,18029.52,Personal,4.51,36,9/13/2020,Approved
1251,1251,84,19253.72,Personal,4.68,60,3/31/2021,Approved
1252,1252,21,31866.93,Auto,3.20,24,4/13/2021,Rejected
1253,1253,57,23324.01,Auto,6.80,60,12/23/2022,Closed
1254,1254,99,26821.69,Mortgage,5.94,60,3/26/2022,Closed
1255,1255,42,49122.00,Auto,9.22,60,4/3/2020,Approved
1256,1256,62,3144.97,Auto,4.86,60,11/1/2020,Rejected
1257,1257,30,32747.12,Auto,6.83,12,9/15/2020,Approved
1258,1258,61,46221.39,Personal,7.37,36,3/29/2021,Approved
1259,1259,36,12574.36,Personal,3.88,12,12/23/2020,Approved
1260,1260,55,11389.35,Personal,8.93,24,3/23/2021,Closed
1261,1261,4,18786.90,Personal,4.43,24,1/25/2020,Closed
1262,1262,15,4629.85,Personal,6.74,24,2/25/2020,Closed
1263,1263,71,28453.95,Auto,6.54,36,11/30/2022,Closed
1264,1264,96,32627.49,Mortgage,4.79,12,6/15/2022,Rejected
1265,1265,97,41174.45,Auto,2.65,24,3/27/2021,Closed
1266,1266,57,4242.63,Mortgage,6.33,12,11/20/2020,Rejected
1267,1267,63,22373.06,Personal,4.38,36,4/6/2022,Closed
1268,1268,77,39426.13,Mortgage,4.41,36,10/31/2021,Closed
1269,1269,64,38646.79,Auto,5.44,24,10/15/2020,Closed
1270,1270,17,4608.39,Auto,7.10,12,3/18/2022,Closed
1271,1271,53,1558.38,Auto,7.57,48,6/17/2021,Rejected
1272,1272,40,39383.06,Personal,4.84,36,10/26/2021,Approved
1273,1273,70,7760.90,Auto,2.08,24,9/1/2021,Approved
1274,1274,50,29311.69,Auto,8.13,36,9/16/2020,Approved
1275,1275,68,5618.06,Personal,7.02,12,2/18/2022,Closed
1276,1276,15,15480.05,Auto,8.21,48,10/24/2021,Approved
1277,1277,72,8743.83,Personal,3.84,48,10/2/2022,Rejected
1278,1278,34,37083.32,Auto,9.18,48,9/19/2022,Rejected
1279,1279,30,33963.50,Personal,3.36,48,12/26/2020,Rejected
1280,1280,87,7629.97,Personal,3.61,60,11/24/2022,Approved
1281,1281,73,3907.19,Auto,5.83,12,8/29/2020,Rejected
1282,1282,24,23850.43,Mortgage,9.98,48,1/25/2021,Closed
1283,1283,8,10581.85,Auto,2.82,12,2/2/2021,Rejected
1284,1284,57,1398.96,Mortgage,8.55,60,3/25/2021,Approved
1285,1285,70,13949.36,Auto,1.02,24,3/27/2020,Approved
1286,1286,25,11546.94,Auto,3.14,60,2/18/2020,Approved
1287,1287,77,34563.00,Mortgage,4.12,36,12/19/2021,Approved
1288,1288,34,43182.29,Personal,6.84,12,1/19/2022,Rejected
1289,1289,25,12644.31,Mortgage,2.02,24,2/19/2022,Rejected
1290,1290,18,11929.34,Mortgage,2.16,48,10/14/2021,Closed
1291,1291,73,20000.55,Personal,2.32,24,7/5/2020,Rejected
1292,1292,97,9455.32,Auto,6.96,60,6/23/2021,Closed
1293,1293,70,47393.94,Mortgage,2.03,48,6/6/2020,Approved
1294,1294,14,12932.80,Mortgage,4.58,60,8/15/2020,Closed
1295,1295,6,5573.13,Mortgage,2.41,36,9/16/2020,Rejected
1296,1296,82,28287.55,Auto,4.44,48,11/2/2022,Approved
1297,1297,90,27343.36,Mortgage,7.43,12,1/19/2021,Rejected
1298,1298,36,31963.79,Auto,3.50,48,9/3/2022,Approved
1299,1299,36,48368.43,Mortgage,6.56,24,6/19/2021,Closed
1300,1300,75,16850.87,Mortgage,3.24,24,10/8/2021,Rejected
1301,1301,18,18619.00,Personal,7.64,48,2/27/2022,Approved
1302,1302,15,17514.98,Mortgage,7.99,24,5/16/2021,Rejected
1303,1303,94,31802.85,Personal,3.79,60,12/2/2022,Approved
1304,1304,89,30599.38,Personal,1.21,12,10/25/2021,Rejected
1305,1305,16,26911.55,Auto,2.16,36,3/26/2021,Closed
1306,1306,76,18851.97,Mortgage,5.42,60,6/4/2020,Rejected
1307,1307,14,21954.83,Mortgage,4.44,36,9/30/2021,Rejected
1308,1308,47,39832.85,Personal,4.11,12,11/8/2020,Approved
1309,1309,54,30853.09,Personal,6.21,48,11/30/2021,Rejected
1310,1310,58,36099.08,Auto,2.45,24,11/18/2021,Closed
1311,1311,77,14559.76,Auto,5.11,48,6/13/2022,Rejected
1312,1312,30,45663.11,Personal,2.83,48,9/28/2022,Approved
1313,1313,46,2722.97,Mortgage,9.83,12,2/17/2021,Rejected
1314,1314,16,30189.15,Auto,1.44,60,7/6/2021,Closed
1315,1315,1,40805.15,Mortgage,1.14,12,6/8/2020,Rejected
1316,1316,41,43447.99,Personal,6.08,48,1/20/2022,Approved
1317,1317,93,16658.03,Personal,1.56,36,2/17/2020,Rejected
1318,1318,27,23527.79,Personal,8.30,12,2/23/2021,Closed
1319,1319,77,2709.57,Auto,8.38,60,11/28/2021,Rejected
1320,1320,62,39698.51,Auto,4.89,12,12/20/2021,Approved
1321,1321,81,7104.03,Personal,8.55,24,6/4/2020,Closed
1322,1322,28,21975.99,Mortgage,7.66,60,9/24/2020,Rejected
1323,1323,20,49549.64,Auto,2.22,24,10/26/2021,Closed
1324,1324,55,45969.12,Personal,8.74,36,3/8/2022,Approved
1325,1325,51,17171.15,Personal,8.87,48,7/6/2020,Closed
1326,1326,69,11970.15,Mortgage,3.90,24,1/9/2022,Closed
1327,1327,88,13332.93,Auto,7.97,24,1/1/2021,Closed
1328,1328,73,34554.50,Auto,9.08,48,3/14/2021,Approved
1329,1329,97,36564.07,Personal,7.71,36,3/5/2021,Closed
1330,1330,34,11608.16,Personal,1.85,48,4/3/2020,Rejected
1331,1331,27,12759.51,Auto,1.85,24,12/10/2021,Closed
1332,1332,97,16846.07,Personal,9.84,12,5/16/2021,Rejected
1333,1333,38,22225.72,Mortgage,5.87,24,10/17/2020,Closed
1334,1334,29,45956.07,Personal,6.80,48,2/24/2021,Rejected
1335,1335,35,2298.88,Mortgage,9.21,60,8/7/2020,Approved
1336,1336,20,32271.67,Auto,1.07,60,11/30/2022,Approved
1337,1337,19,43223.18,Personal,4.84,48,6/8/2022,Closed
1338,1338,5,36444.82,Auto,6.10,60,2/3/2022,Rejected
1339,1339,25,11620.36,Auto,1.02,48,3/14/2021,Closed
1340,1340,93,24360.59,Mortgage,6.62,12,5/13/2020,Closed
1341,1341,26,45603.75,Personal,8.66,48,5/31/2022,Closed
1342,1342,51,6670.16,Auto,1.49,12,8/14/2022,Rejected
1343,1343,66,49388.05,Mortgage,8.24,60,12/21/2022,Rejected
1344,1344,61,8037.56,Mortgage,9.80,36,8/5/2020,Closed
1345,1345,15,7978.46,Mortgage,9.28,60,8/1/2022,Approved
1346,1346,45,40830.11,Auto,5.83,48,12/19/2022,Approved
1347,1347,6,41588.98,Auto,8.74,60,7/28/2020,Approved
1348,1348,58,2858.01,Mortgage,7.94,36,7/1/2022,Rejected
1349,1349,1,9246.96,Personal,8.36,60,5/28/2020,Rejected
1350,1350,73,47477.86,Mortgage,4.58,36,6/28/2020,Closed
1351,1351,43,14687.92,Auto,5.28,24,2/6/2021,Rejected
1352,1352,16,1599.74,Personal,3.15,48,5/26/2020,Closed
1353,1353,14,13448.06,Mortgage,1.46,48,10/8/2022,Approved
1354,1354,74,37036.20,Auto,6.38,36,10/7/2020,Closed
1355,1355,19,45906.22,Auto,3.79,12,7/28/2022,Rejected
1356,1356,51,8602.67,Mortgage,5.52,36,6/25/2022,Approved
1357,1357,8,11996.28,Personal,9.66,24,8/10/2021,Rejected
1358,1358,48,22635.03,Personal,1.57,48,6/4/2020,Approved
1359,1359,12,37666.82,Mortgage,8.86,48,3/6/2020,Rejected
1360,1360,70,33276.15,Auto,1.78,60,4/23/2022,Rejected
1361,1361,35,17049.15,Mortgage,6.88,36,2/8/2022,Approved
1362,1362,70,4251.24,Auto,4.09,24,11/22/2022,Approved
1363,1363,6,13395.07,Auto,1.90,60,9/7/2020,Approved
1364,1364,99,11758.61,Auto,7.81,12,10/18/2022,Closed
1365,1365,11,2031.63,Auto,7.29,60,10/16/2022,Closed
1366,1366,38,48776.96,Mortgage,6.76,24,1/16/2021,Rejected
1367,1367,91,13513.21,Auto,9.68,36,10/14/2021,Rejected
1368,1368,26,41990.22,Personal,1.21,12,3/30/2022,Approved
1369,1369,28,24758.22,Personal,4.91,48,7/10/2020,Rejected
1370,1370,72,48642.25,Mortgage,6.06,60,2/5/2022,Approved
1371,1371,89,8328.10,Auto,4.22,24,11/17/2021,Approved
1372,1372,83,6422.98,Auto,7.03,36,12/28/2020,Rejected
1373,1373,80,1120.68,Auto,9.09,60,9/10/2021,Approved
1374,1374,50,36203.91,Mortgage,7.27,24,5/15/2020,Rejected
1375,1375,58,16012.44,Personal,6.12,12,9/3/2021,Approved
1376,1376,26,43647.39,Auto,7.64,60,5/14/2022,Closed
1377,1377,44,32056.44,Personal,1.99,60,9/5/2021,Approved
1378,1378,15,29294.16,Auto,6.67,36,11/7/2022,Rejected
1379,1379,76,24857.69,Auto,4.67,24,11/9/2022,Closed
1380,1380,24,13650.51,Personal,3.87,24,8/6/2021,Rejected
1381,1381,77,4169.74,Mortgage,5.56,48,9/7/2021,Approved
1382,1382,59,22734.83,Auto,8.24,48,4/24/2020,Approved
1383,1383,57,5856.86,Mortgage,4.71,24,9/4/2021,Rejected
1384,1384,17,45380.83,Auto,7.32,60,8/22/2021,Rejected
1385,1385,77,41637.13,Auto,6.30,12,6/15/2022,Closed
1386,1386,81,31368.30,Auto,9.25,48,1/6/2021,Closed
1387,1387,1,23169.54,Auto,5.00,48,4/14/2022,Closed
1388,1388,11,23255.57,Mortgage,8.38,12,5/19/2022,Rejected
1389,1389,20,23761.24,Mortgage,8.58,36,4/22/2022,Rejected
1390,1390,31,37527.69,Personal,5.18,60,12/1/2022,Rejected
1391,1391,99,7184.05,Mortgage,5.40,48,1/13/2022,Rejected
1392,1392,39,27033.49,Mortgage,4.00,36,5/22/2022,Rejected
1393,1393,63,40820.67,Personal,5.46,24,5/1/2021,Approved
1394,1394,6,25996.17,Personal,3.24,48,1/21/2021,Approved
1395,1395,99,1673.32,Auto,8.72,12,12/24/2022,Approved
1396,1396,28,12989.84,Personal,3.25,24,4/6/2021,Closed
1397,1397,51,33760.65,Mortgage,3.32,24,5/12/2021,Approved
1398,1398,53,46775.78,Personal,9.06,60,6/5/2022,Rejected
1399,1399,44,44793.66,Auto,5.79,36,6/14/2021,Approved
1400,1400,65,41312.54,Mortgage,1.95,60,4/21/2020,Rejected
1401,1401,80,47558.04,Auto,4.11,24,7/25/2021,Approved
1402,1402,12,14715.97,Mortgage,7.35,60,1/25/2022,Closed
1403,1403,28,1607.49,Personal,4.65,12,5/1/2021,Rejected
1404,1404,79,18364.36,Personal,4.81,48,2/21/2021,Rejected
1405,1405,72,29273.54,Personal,5.49,12,6/18/2020,Approved
1406,1406,68,16506.83,Personal,3.00,24,12/21/2021,Approved
1407,1407,95,3165.98,Personal,4.82,60,9/26/2020,Closed
